label,text,posneg,
pants-fire,"Rick Santorum says Rick Perry requested 1,200 earmarks as governor of Texas.",FALSE,
pants-fire,Nancy Pelosi wants a Windfall Tax on Retirement Income.,FALSE,
barely-true,We get practically nothing compared to the cost of keeping U.S. military forces in South Korea.,TRUE,
half-true,"When we go to vote, they ask for drivers license and verify that you are a voter and a citizen in the state of Texas.",TRUE,
half-true,"Before this law was passed, Americans were told they could keep their current health care plans. After it became law, the administration issued regulations stating nearly half of Americans would lose their current plan.",TRUE,
FALSE,U.S. Rep. Stephen Fincher is the only working farmer currently serving in the House.,FALSE,
half-true,"I built the last nuclear plant not only in the state, but in the country.",TRUE,
FALSE,Milwaukee police and firefighters are routinely getting 4 percent raises annually while everybody else is either getting zero or one percent raises.,FALSE,
mostly-true,"When you have 8,000 veterans a year committing suicide, then you have a serious problem.",TRUE,
FALSE,"When Disney was looking to build Disney World, they came to Miami and we told Disney to take a hike.",FALSE,
TRUE,I dont understand what Republicans are doing against this. It was their idea. John McCain introduced cap and trade legislation three times.,TRUE,
FALSE,Gov. Scott Walkers plan to freeze pay for state employees includes a 5.4 percent raise for himself.,FALSE,
FALSE,"As district attorney, Susan Happ took $180,000 in a shady land deal from a man charged with multiple felony counts of sexual assault before she offered him a deferred prosecution.",FALSE,
FALSE,"In Wisconsin, 300,000 voters were turned away by the states strict voter ID law in the 2016 presidential election.",FALSE,
TRUE,"Dan Patrick was the only state senator who voted against the Veteran Entrepreneurship Program, a program that assists veterans in successfully starting up their own businesses.",TRUE,
mostly-true,Tourism and retirees are the dominant economic engines in our state.,TRUE,
half-true,Fewer Democrats were on the Georgia general election ballot in 2012 than in more than 100 years.,TRUE,
half-true,There is not one single federal housing program yet that has not needed a bailout to survive.,TRUE,
pants-fire,Sheriffs Call For Obamas Lynching While Leader Meets With GOP Senators,FALSE,
FALSE,Proposed immigration legislation would give new immigrants a taxpayer-funded cellular phone.,FALSE,
barely-true,"Youre paying for...(state Sen. Diane Allens) health care, and she took yours away.",TRUE,
FALSE,Illegal immigrants mow the grass around the (Texas) Capitol.,FALSE,
TRUE,"Once our Blueprint for Prosperity is signed into law, we will have delivered $2 billion in tax relief.",TRUE,
FALSE,"Under Obama, the national debt has been reduced every year for the last five years.",FALSE,
TRUE,"Since 1961 our private economy has produced 66 million private-sector jobs. So whats the jobs score? Republicans 24 million, Democrats 42 (million).",TRUE,
TRUE,"The law, right now, permits companies that close down American factories and offices and move those jobs overseas to take a tax deduction for the costs associated with moving the jobs to China or India or wherever.",TRUE,
barely-true,"A DWI costs $17,000.",TRUE,
barely-true,"In 2010, Clinton said Iran could enrich uranium. In 2014 she said shes always argued against it.",TRUE,
barely-true,Says Rep. Ken Legler voted against installing fire sprinklers and emergency power generators in nursing homes.,TRUE,
half-true,"Last month, more Americans stopped looking for a job than found one.",TRUE,
TRUE,"We have 10,000 baby boomers retiring every day.",TRUE,
FALSE,The Wisconsin Legislature raised taxes more than $5 billion in 2009.,FALSE,
mostly-true,Fifty percent of kids coming out of school cant get a job.,TRUE,
barely-true,"In a few months, this deal would give Iran $150 billion for its $300 billion to $400 billion economy, which is like $8 trillion flowing into the United States treasury.",TRUE,
TRUE,Americans spend more than $160 billion and 6 billion hours per year complying with the tax code.,TRUE,
barely-true,The tax policies of George W. Bush created a dynamic effect of high growth.,TRUE,
half-true,"When each faced a pension funding crisis, Tom Barrett made tough choices and smart cuts while Scott Walker passed $400 million in pension debt to the next generation.",TRUE,
FALSE,The unemployment rate for young people is down from a 10.6 percent high in 2009 to 2.6 percent today.,FALSE,
FALSE,Public-employee unions spent $30 million in Wisconsin unsuccessfully trying to flip the state Senate to Democratic control.,FALSE,
barely-true,Says President Barack Obamas homeland security budget had $16 million to fight climate change but didnt have a line item to fight violent extremism.,TRUE,
FALSE,"There are over 2,000 crimes recorded per 100,000 population in the U.K., compared to 466 violent crimes per 100,000 in the United States.",FALSE,
barely-true,This president ... could have gotten crippling sanctions against Iran. He did not.,TRUE,
mostly-true,Says the majority of Americans support gay marriage.,TRUE,
FALSE,Most Americans are now getting their news from Facebook.,FALSE,
half-true,"After prenatal diagnosis, 90 percent of Down syndrome children in America are aborted.",TRUE,
mostly-true,Says Obama adviser David Plouffe took large piles of cash from a joint venture partner of a company owned by Irans Revolutionary Guard.,TRUE,
pants-fire,"Texas House Speaker Joe Straus said, I do not care if Wallace Hall swings from a tree.",FALSE,
FALSE,Not one of the 17 GOP candidates has discussed how theyd address the rising cost of college.,FALSE,
mostly-true,State Sen. Alberta Darling voted to add more than $1 billion in additional spending while cutting programs such as education and health care,TRUE,
half-true,"Were at the point of reaching 2 million deportations ...this is a historic level, more than any other president of the United States.",TRUE,
FALSE,If it werent for me (illegal immigration) wouldnt even be a big subject.,FALSE,
FALSE,A $300 million stimulus allocation to Wisconsin has led to the creation of tens of thousands of jobs in every corner of this state.,FALSE,
FALSE,Langevin has been the most reliable vote for Speaker Pelosi.,FALSE,
half-true,"Barack Obama ""extended health care for wounded troops who'd been neglected.""",TRUE,
barely-true,"Says Mitt Romney was clear that he would not provide government assistance to the U.S. auto companies, even if they went through bankruptcy.",TRUE,
half-true,We rank 38th in wages. ... (Rick Scott) goes out around the country and advertises that to other states.,TRUE,
FALSE,"Obama ""supports hate-crimes expansion ... potentially putting churches at risk if they preach the truth about homosexuality.""",FALSE,
mostly-true,The Employee Free Choice Act mandates the elimination of the secret ballot.,TRUE,
half-true,"Our ranking in terms of the best and worst states to do business in was 43 four years ago, and we just moved up to 17 two weeks ago.",TRUE,
half-true,"Says his reform efforts improved performance at all 10 low-performing schools in Palm Beach, Florida.",TRUE,
FALSE,"Democrats' budget resolution would raise America's tax bill by ""$500-billion.""",FALSE,
mostly-true,The commercial property tax [in Providence] is second highest in the country behind Detroit.,TRUE,
FALSE,"Barack Obama wants to ""restore"" the estate tax that George W. Bush ""repealed.""",FALSE,
half-true,"Government subsidies for renewable energies such as wind and solar are 100 times greater than those given to gas and coal, and 50 times greater than what the nuclear industry enjoys.",TRUE,
FALSE,There are more young black males involved in the criminal justice system than there are in higher education.,FALSE,
mostly-true,"A small majority of Americans dont think they like the Affordable Care Act, but a large majority of Americans dont want to do away with the protections that are in the Affordable Care Act.",TRUE,
FALSE,The Greenlight Pinellas transportation plan involves a 300% tax increase.,FALSE,
mostly-true,Says Rick Scott signed laws requiring mandatory ultrasounds and restricting access to abortion even in cases of rape or incest.,TRUE,
mostly-true,Says an average of $4 billion is added to the national debt every day.,TRUE,
mostly-true,"In America, radical speech is not a crime.",TRUE,
pants-fire,"100 percent of the crime is committed, in estimate, by about 15 percent of the population.",FALSE,
half-true,Says Milwaukee County Executive Chris Abele eliminated sheriffs office funding for providing security for presidential and presidential campaign visits.,TRUE,
mostly-true,The state has less employees this year than we did last year.,TRUE,
half-true,Says one in three Texas children drop out of high school.,TRUE,
half-true,"In 2016, Dallas, Texas, has fewer police officer-related shootings than any large city in America.",TRUE,
half-true,PIP fraud is $1 billion in fraud.,TRUE,
TRUE,Some of the men serving in the (Afghan) armed forces have never driven a vehicle before.,TRUE,
TRUE,Our economy actually shrank during the last three months of 2012.,TRUE,
mostly-true,Says 21 million people still suffer slavery today.,TRUE,
mostly-true,Close to half of the folks in this country illegally entered legally (but) overstayed (their ) visas.,TRUE,
FALSE,Youre supposed to throw away your shoes ifmercury from a broken CFL light bulb gets on them.,FALSE,
FALSE,"John McCain has ""a consistent pattern of ducking important environmental votes.""",FALSE,
barely-true,"Iowa has the fourth fastest-growing personal income in the United States, while nationally, the real wage has decreased over the past eight years that Congressman (Bruce) Braley has been there by 2.7 percent.",TRUE,
half-true,"In Tripoli, jihadists today swim in our embassy pool.",TRUE,
FALSE,SaysTed Cruz distributed the ad showing a nude Melania Trump on a rug.,FALSE,
mostly-true,Says Mitt Romney supports a plan to slowly and gradually raise the retirement age of Social Security.,TRUE,
mostly-true,"Latinos in Nevada support Educational Savings Accounts, helping more than 450,000 students access better schools. But Catherine Cortez Masto is against it.",TRUE,
half-true,"Says Sen. Rob Portman says Ted Strickland earned $400,000 a year as a lobbyist after leaving Ohio for Washington.",TRUE,
FALSE,"Scott Walker was elected governor on a promise not to take campaign contributions from the date of his inauguration until the signing of the state budget, but broke it by taking nearly $5.6 million.",FALSE,
half-true,Houston suffered $1.7 billion in operating losses under Mayor Bill White.,TRUE,
mostly-true,"The governor won this state with 49 percent. We had some of the closest races in the House in history. So youre not dealing with this 70-30, like they want to make it.",TRUE,
half-true,"U.S. Rep. Jim Marshall (D-Ga.) refuses to return $37,000 in dirty campaign contributions from U.S. Rep. Charles Rangel (D-N.Y.)",TRUE,
TRUE,"If you are African-American in this country today, you are likely to have a net worth of about 10 percent of what white families have.",TRUE,
TRUE,"Closing the tobacco loophole would save Missouri taxpayers $50,000,000",TRUE,
mostly-true,"Says Vladimir Putin once said, The breakup of the Soviet Union was the greatest geopolitical tragedy of the 20th century.",TRUE,
barely-true,Says Washingtons reach extends to even telling us what kind of light bulb we can use.,TRUE,
FALSE,Health care premiums up 90 percent in New Hampshire.,FALSE,
TRUE,"House Speaker Dean Cannon says that freshmen lawmakers account for one-third of the 120-member House, and that two-thirds of the chamber have two years or less experience.",TRUE,
half-true,The United States has the best health care delivery system in the world.,TRUE,
barely-true,"There are billions of barrels of oil beneath our oceans and in Alaska, and there is ample oil shale in the Rocky Mountain West, but Democrats ""say all this American energy is off limits.""",TRUE,
FALSE,"When Mitt Romney chose Paul Ryan as his vice-presidential running mate, that was the end of Romneys chances to win.",FALSE,
mostly-true,Says Mitch McConnell pushed the Wall Street bailout through the U.S. Senate and called it the Senate at its finest.,TRUE,
pants-fire,Congressman Scott DesJarlais is spending his one year anniversary on vacation -- only working 6 days in all of January.,FALSE,
pants-fire,"The Democratic health care plan is a ""government takeover of nearly 20 percent of our economy.""",FALSE,
mostly-true,41 cents out of every dollar (the U.S. spends) is borrowed from places like China.,TRUE,
FALSE,Tim Kaine wants to thwart right-to-work reform measures in Midwest battleground states.,FALSE,
pants-fire,New Virginia regulations on abortion clinics provide the same sanitary environment we expect of dental offices.,FALSE,
mostly-true,"On average, women make 77 cents for every dollar men make.",TRUE,
barely-true,Says Charlie Crist signed the nations harshest marijuana laws.,TRUE,
half-true,We are the most generous in New England and New England is known for its generosity toward its welfare recipients.,TRUE,
FALSE,"I used my line-item veto authority to veto $360 million dollars in special interest spending, so that our budget this year ... is still smaller than the fiscal year 2008 and 2009 budgets signed by my predecessor.",FALSE,
half-true,Our debt is already bigger than our economy.,TRUE,
half-true,Were the only advanced democracy in the world that makes it harder for people to vote.,TRUE,
mostly-true,The shutdown is projected to result in $10 billion in costs to the economy per week.,TRUE,
TRUE,Says he paid one dollar for a sweater at Kohls.,TRUE,
FALSE,Says combined inflation and unemployment rates in October 2011 were the highest since Ronald Reagan succeeded Jimmy Carter.,FALSE,
TRUE,"Black voter turnout in 2012 exceeded the rate of white voter turnout, even in the states with the strictest voter ID laws.",TRUE,
FALSE,Says Texas schools have had massive increases in class sizes with Rick Perry as governor.,FALSE,
FALSE,Paul Workman wants to raise the sales tax.,FALSE,
FALSE,Says Sen. Sherrod Brown cast the deciding vote on the government takeover of health care.,FALSE,
mostly-true,"In New Hampshire, 93 percent of Democrats, 79 percent of Republicans, 82 percent of gun owners and 60 percent of NRA households support background checks.",TRUE,
pants-fire,"I wanted to keep it private, because I dont think its anybodys business if I want to send money to the vets.",FALSE,
barely-true,Prop 56 cheats schools out of at least $600 million.,TRUE,
FALSE,78702 is the second-most gentrified ZIP code in the entire country.,FALSE,
mostly-true,Between 40 and 50 percent of tax filers do not owe any income tax.,TRUE,
TRUE,Says Donald Trump wants to get rid of the federal minimum wage.,TRUE,
mostly-true,Says she stopped Capital Metro from raising fares for senior and disabled citizens.,TRUE,
mostly-true,Marco Rubios economic proposals will add $3.5 trillion to the federal deficit.,TRUE,
half-true,"If West Virginia had voted for our Democratic nominee in 2000 and 2004, we wouldn't have had to put up with George Bush for the last 7 years.",TRUE,
half-true,"The stimulus includes ""$219,000 to study the sex lives of female college freshmen.""",TRUE,
barely-true,A million Democrats deserted (Howard Deans) party and joined my party because of Donald Trump in Ohio this year.,TRUE,
barely-true,I have sent over $400 million to the border of Mexico in the form of Texas Ranger recon teams.,TRUE,
TRUE,"While introducing Donald Trump, former New York City Mayor Rudy Giuliani omitted the September 11, 2001, strikes as a successful terrorist attack during the eight years before President Obamas 2008 election.",TRUE,
TRUE,The very first meal on the surface of the moon was the Holy Communion.,TRUE,
half-true,"He positions himself as pro environment, but he scored a zero yes, zero from the League of Conservation Voters last year.",TRUE,
half-true,Harry Reid says he does more for Nevada. Hes done more for unemployment. We were at 4.4 percent. Now were at 14 percent. Hes done more for the foreclosure rate. We have the highest foreclosure rate in the nation. Hes done more for bankruptcy. We have the highest bankruptcy rate in the nation.,TRUE,
mostly-true,"Since 2000, only 10 cases of in-person voter fraud have been proven nationally.",TRUE,
half-true,"As we watch the news from Colorado with horror and sympathy for the families, we should remember that each day more than 80 Americans are killed by gunfire, unnecessary tragedies.",TRUE,
half-true,Worked with Ronald Reagan and helped re-elect him.,TRUE,
barely-true,Says Mitt Romney flip-flopped on supporting the presidents Recovery Act.,TRUE,
TRUE,Says Philando Castile had been stopped by police 40 or 50 times before that fatal incident.,TRUE,
TRUE,On whether the state should privatize the Ohio Turnpike.,TRUE,
half-true,"(The Tax Policy Center) found that Romney would raise taxes on the average middle class family by $2,000 to pay for $5 trillion in tax cuts for millionaires and billionaires.",TRUE,
half-true,"Private prisons do not chase escaped inmates past the perimeter like the public prisons do, which means more escaped prisoners in our communities.",TRUE,
TRUE,It cost us more to shut the government down than to keep it open.,TRUE,
mostly-true,"Says Tim Pawlenty said in 2006, The era of small government is over... the government has to be more proactive and more aggressive.",TRUE,
TRUE,Says Charlie Crist rode on a jet that belongs to a serial polluter with a history of environmental violations fined nearly $2 million for polluting water.,TRUE,
FALSE,"I signed the largest single tax cut in the history of Florida, a $25 billion tax cut over five years, directed at property tax cuts.",FALSE,
mostly-true,Revenues are 15 percent of GDP its still in the range of the lowest its ever been.,TRUE,
TRUE,So what sort of services does Romney's health care plan provide? Per the state Web site: $50 co-pay for abortions.,TRUE,
half-true,Says Sen. Bernie Sanders has called President Barack Obama weak. Hes called him a disappointment.,TRUE,
FALSE,We (Trump University)have an A from the Better Business Bureau.,FALSE,
mostly-true,"In New Hampshire, I spent $3 million. Jeb Bush spent $44 million. He came in five, and I came in number one.",TRUE,
half-true,"The United States is number 14, number 15 in college graduation rates, and were leading the world in high school dropout rates.",TRUE,
FALSE,"Social Security, like I told you, is out of money. This year it is borrowing from the general treasury.",FALSE,
pants-fire,Says Obama called Sarah Palin a pig.,FALSE,
mostly-true,Wisconsins pension system is the only one fully funded in the country.,TRUE,
TRUE,"Says that under his tax plan, seniors making less than $50,000 per year won't pay any income taxes.",TRUE,
TRUE,This kind of snowstorm happens every 10 or 15 years.,TRUE,
FALSE,The Koch Brothers are spending more money than either the Democratic or Republican parties in the 2016 elections.,FALSE,
mostly-true,"Says Jeb Bush not only opposes marriage equality, hes said he personally believes gay couples should be banned from adopting children.",TRUE,
barely-true,Natalyn Archibong skipped (Atlanta) City Council meetings or was late 90% of the time. Then she voted herself a pay raise.,TRUE,
pants-fire,"Under Republican-backed state budget, the state education agency estimates expansion of Wisconsins school voucher program could cost nearly $2 billion annually",FALSE,
half-true,Says abill he vetoed to give driver licenses to certain immigrants known as Dreamers would havechanged nothing.,TRUE,
pants-fire,U.S. military uniforms are manufactured in China.,FALSE,
TRUE,The Bush tax cuts helped to create a substantial part of the deficit.,TRUE,
FALSE,We have invested record funding in protecting our environment.,FALSE,
mostly-true,$2.4 million of the NIH dollars was spent on origami condoms.,TRUE,
barely-true,"Says Sen. Sherrod Brown voted to keep an extreme, job-killing Internal Revenue Service paperwork mandate.",TRUE,
mostly-true,Half of illegal immigrants come on legal visas and then overstay.,TRUE,
FALSE,"Girl Scouts USAs curriculum promotes Margaret Sanger, founder of Planned Parenthood, Betty Friedan, founder of NARAL Prochoice, and other pro-abortion women as icons for our children to emulate.",FALSE,
barely-true,"Since 1988, Congress has raised its own salary 15 times to reflect rising costs. But raised the minimum wage only three times.",TRUE,
TRUE,"The Alternative Minimum Tax was never intended to hit people in middle income, upper middle income. It was meant for people who are rich and evading taxes.",TRUE,
pants-fire,AIDS was transmitted to humans because one guy had sex with a monkey and then started having sex with men.,FALSE,
half-true,Says 6 percent more Republicans across the state voted than Democrats.,TRUE,
barely-true,Blocking travel from countries with Ebola should be possible because President Barack Obama has sealed off Israel in the past.,TRUE,
TRUE,"The average homeowner spends more than $2,000 each year on energy costs more than on either real estate taxes or homeowners insurance.",TRUE,
half-true,Ohioans can expect to pay up to 41 percent more for their insurance premiums when Obamacare takes effect next year.,TRUE,
half-true,Georgia has had the nations busiest Court of Appeals for a decade or more.,TRUE,
barely-true,94 percent of those that are employed by the Department of Education at the federal level were deemed by the department as nonessential employees.,TRUE,
barely-true,With recent growth it is very clear that private-sector jobs have been doing fine.,TRUE,
pants-fire,North Dakotas economy is reeling.,FALSE,
half-true,Says residents of Texas and San Antonio can be fired or denied jobs because they are gay.,TRUE,
FALSE,Says Hillary Clinton is wrong to say he mocked a disabled reporter.,FALSE,
FALSE,"Says many local governments in Wisconsin already require employees to pay 20 percent, 30 percent or even 40 percent of their health insurance premiums.",FALSE,
mostly-true,The failings in our civil service are encouraged by a system that makes it very difficult to fire someone even for gross misconduct.,TRUE,
mostly-true,"(Mary) Burkes company, Trek Bicycles, makes 99% of their bikes overseas.",TRUE,
half-true,"Says as Indiana governor, he has made record investments in education.",TRUE,
half-true,President Barack Obamas spending drove us $5 trillion deeper in debt.,TRUE,
barely-true,"Casey Weinstein: No faith in our military ... When some of our cadets wanted to watch a religious film, Casey Weinstein sued the U.S. military. Sued our soldiers?",TRUE,
FALSE,"Today, the Social Security system is broke.",FALSE,
barely-true,Says she has quadrupled agents to secure our border.,TRUE,
barely-true,"Says Julie Parrish wants to add a sales tax to everything we need to buy including food, clothing, medicine and school supplies.",TRUE,
pants-fire,Says gubernatorial candidate Clay Pell hasnt spent a dime on advertising.,FALSE,
mostly-true,Poverty among Americans 65 and over is statistically unchanged in recent years because of Social Security.,TRUE,
half-true,The Affordable Care Act is making families pay double-digit premium increases.,TRUE,
mostly-true,"Says that over the last decade, the states population grew three times faster than the Texas state tax system.",TRUE,
mostly-true,Many uninsured Americans are young.,TRUE,
barely-true,More than 50 percent of those people getting minimum wage in this state are high school students.,TRUE,
barely-true,"If you survey, most (North Carolina) Democrats also agree with our (election) laws and voter ID.",TRUE,
FALSE,Says Tom Perriello voted to give tax breaks to foreign companies creating jobs in China.,FALSE,
FALSE,Ted Cruz is in negotiations to be Donald Trumps running mate.,FALSE,
TRUE,"During a town hall meeting on health care, ""ABC didn't even allow ads that opposed the president's health care plan to be aired.""",TRUE,
TRUE,"Says Texas has one state inspector for every 4,500 oil and gas wells.",TRUE,
half-true,The Obama administration has been raising taxes.,TRUE,
half-true,"Boeing is building a brand new 747 Air Force One for future presidents, but costs are out of control, more than $4 billion. Cancel order!",TRUE,
pants-fire,Peter DeFazio will sneak in a 1 percent tax on all banking transactions.,FALSE,
FALSE,"If you threw a barbecue yesterday for the Memorial weekend, it was 29 percent more expensive than last year because Barack Obamas policies have led to groceries going up 29 percent.",FALSE,
half-true,"Says Catherine Cortez Masto failed Nevada rape victims. While attorney general, thousands of rape kits were never sent for DNA analysis.",TRUE,
FALSE,Says President Barack Obama did not invite a Republican senator to dine at the White House until his fifth year in office.,FALSE,
FALSE,Says Obama was in New York City the same day as Israeli Prime Minister Benjamin Netanyahu but went on a TV show instead of meeting with him.,FALSE,
FALSE,A Dallas proof-of-insurance ordinance resulted in area tow lots mostly filling with the cars of illegal residents.,FALSE,
half-true,The U.S. House rule barring members from wearing hats while in session dates back to the 1800s and can be waived by the speaker.,TRUE,
barely-true,America used to be the third easiest country to get established in a business. Its now number 17.,TRUE,
FALSE,"Public support for abortion is actually going down a little bit, polls show.",FALSE,
barely-true,"Students In Fla. High School Forced To Recite Islamic Prayer, Make Prayer Rugs.",TRUE,
FALSE,SaysSenate Republicans are following a longstanding tradition of not filling vacancies on the Supreme Court in the middle of a presidential election year.,FALSE,
barely-true,"When I took office in 2003, we had very little reserves.",TRUE,
mostly-true,The impact of the 2010 federal health care legislation will be huge on Georgia.,TRUE,
TRUE,The 2015 Legislature passed the fewest laws in 20 years.,TRUE,
half-true,"The Congressional Budget Office has this economic model where they measure the economy going forward, and they are now telling us that the entire economy crashes in the year 2037 because their computer simulation cant conceive of any way in which the U.S. economy can continue.",TRUE,
FALSE,"There are more atheists in the country right now than Jews, Muslims, Hindus and Buddhists combined and doubled.",FALSE,
FALSE,We have doubled the distance our cars will go on a gallon of gas.,FALSE,
barely-true,"When was the last time you saw a Chevrolet in Japan? It doesnt exist, folks.",TRUE,
pants-fire,Documents released from the Soviet Union show the Soviet Union started treating President Ronald Reagan more seriously after Reagan fired the air traffic controllers.,FALSE,
barely-true,Says tanking Rick Perrys federal tax plan has huge tax cuts for rich people and big tax hikes for everyone else.,TRUE,
barely-true,Powerful Houston Democrats Sylvia Garcia (Democrat county commissioner in Harris County) and Elyse Lanie(r) (wife of the former liberal Democrat mayor Bob Lanier) sponsored a Democrat fundraiser for Speaker (Joe) Straus with numerous Democrat officials and high-ranking union officials.,TRUE,
mostly-true,Says he cut the budget.,TRUE,
half-true,Georgia has the countrys second highest number of fraudulent tax refund claims.,TRUE,
TRUE,Big soda has a lot of money.They make a lot of profit off their product and they market in neighborhoods that suffer from these very things that were trying to cure.,TRUE,
mostly-true,"Says that 500,000 federal workers -- one-fourth of the federal workforce -- make more than $100,000 a year.",TRUE,
barely-true,Weve caught Iran cheating on the interim (nuclear) deal.,TRUE,
TRUE,Im the only candidate for Milwaukee County executive that has voted against increasing government pensions.,TRUE,
mostly-true,"Were fifth in the world (in executions), behind China, Iran, Iraq and Saudi Arabia.",TRUE,
TRUE,McCain opposes a woman's right to choose.,TRUE,
barely-true,By the year 2015 (Medicaid will) take up half our budget.,TRUE,
mostly-true,"Texas has 600,000 registered voters who dont have the kind of photo ID needed to vote.",TRUE,
barely-true,Says Scott Brown co-sponsored legislationto let employers deny women coverage formammograms.,TRUE,
half-true,Light rail does not reduce congestion.,TRUE,
FALSE,Nazi imagery [was used] by the Block for Governor campaign to describe supporters of Allan Fung for Governor.,FALSE,
half-true,"Elena Kagan has published five scholarly review articles, mostly on administrative law and the First Amendment. These articles were mostly on technical and procedural issues.",TRUE,
barely-true,"Says the Congressional Budget Office said if youre going to buy your own policy with these (health care) exchanges youll be paying 10 percent more ... about $2,100 more for a family.",TRUE,
mostly-true,"Russian annexation of Crimea removes a million residents of the Ukraine that have provided the margin of victory for (Viktor) Yanukovych, the pro-Moscow prime minister in his last election.",TRUE,
pants-fire,"Says a man opted out of Obamacare after the marketplace launched on Oct. 1, 2013, and was informed he owed a $4,000 fine.",FALSE,
pants-fire,Multnomah Countys food action plan clearly plans to disrupt the free market system in terms of food choices making it harder and more expensive for many residents to eat their food of choice.,FALSE,
FALSE,"Says that according to a study, under Obamas health care initiative, nearly 90 percent of people in Wisconsin with health insurance will have their costs go up by more than 30 percent.",FALSE,
TRUE,Every single month since 1985 has been warmer than the historic average. All 12 of the warmest years on record have come in the last 15 years.,TRUE,
barely-true,"Four times, I said, he (John McCain)is a hero, but you know ... people choose selective pieces.",TRUE,
pants-fire,PolitiFact Wisconsin concluded that the charge that Justice Prosser prejudges matters that come before the court is True.,FALSE,
FALSE,Says unemployment in Ohio is significantly higher than the unemployment rate in states which are not forced union states and its always been that way.,FALSE,
mostly-true,The United States invented the community college. Nobody else had ever done anything like it.,TRUE,
pants-fire,Austin mayoral candidate Mike Martinez takes corporate money.,FALSE,
half-true,Corporate tax holidays pushed by Presidents John F. Kennedy and George W. Bush brought billions of dollars back into the United States.,TRUE,
mostly-true,"Says that before health care reform, one of every three health care dollars spent -- more than $800 billion a year -- didnt go for health care.",TRUE,
barely-true,Says Wisconsin Assembly Republicans voted to repeal a law that ensures that women cannot get paid less than a man for doing the same job.,TRUE,
half-true,"As many as 22,000 Americans die each year because they dont have health insurance.",TRUE,
mostly-true,Milwaukee is the most segregated city in America.,TRUE,
FALSE,On Common Core.,FALSE,
half-true,The Christian Coalition gave (Adam) Hasner an F.,TRUE,
pants-fire,"Eighty-five percent . . . of Rhode Island tax returns that were filed for the year 2010 . . . were from individuals who earned $30,000 or less.",FALSE,
TRUE,Says state lawmakers have voted to spend virtually all of the Rainy Day Fund four times since the funds creation.,TRUE,
FALSE,The Denver Post has actually hired an editor to promote pot.,FALSE,
FALSE,"Says the Southwest Florida Water Management District has $850 million in reserves, enough money in savings to run without levying taxes for more than two years.",FALSE,
half-true,"John McCain ""began his career in Washington as a lobbyist when he was appointed in 1976 as the Navy's liaison to the United States Senate.""",TRUE,
barely-true,Eliminating the state tax on health savings accounts will make it easier for small business owners to provide health insurance to their employees.,TRUE,
mostly-true,"Since he took office as Milwaukee County executive, we have never raised bus fares and this year therell be a million route-miles more than there were five years ago.",TRUE,
TRUE,The ratio of corporate profits to wages is now higher than at any time since just before the Great Depression.,TRUE,
barely-true,"Says President Barack Obama promised he would cut the deficit in half, but instead will at least double it.",TRUE,
half-true,Says Russ Feingold formed his own political group to pay himself and his staff millions.,TRUE,
barely-true,"Says Rob Portman voted for the bipartisan bill to affirm climate change is real, humans significantly contribute to it and it needs to be addressed.",TRUE,
TRUE,Says some [states] with the largest reductions in crime have also lowered their prison population.,TRUE,
mostly-true,"Today, our unemployment rate is 7.8 percent. That is the lowest in five years.",TRUE,
TRUE,"Says she was the the only Democrat who voted against the Wall Street bailout.""",TRUE,
mostly-true,California has the same water infrastructure from when we were 16 million people.,TRUE,
half-true,97 percent of the work that Planned Parenthood does is about mammograms and preventative health.,TRUE,
TRUE,"Al Sharpton went to Ferguson, Mo., and is declaring as a matter of fact that ...Michael Brown didnt use any deadly force or posed no deadly threat to the officer.",TRUE,
mostly-true,"Why are Muslim armies so useless against ISIS? ... There are 20,000 or 30,000 (ISIS fighters). The countries surrounding ISIS have armies totaling 5 million people.",TRUE,
TRUE,Says carbon monoxide is still employed to euthanize dogs and cats in 29 Texas animal shelters.,TRUE,
FALSE,Says Joe Kyrillos voted to raid the states pension funds by $2.8 billion that is costing New Jersey taxpayers still today to the tune of nearly $15 billion dollars to repay that money.,FALSE,
barely-true,"John McCain said ""he wouldn't even sit down with the government of Spain, a NATO ally that has troops in Afghanistan with us now.""",TRUE,
TRUE,"John McCain wants to ""give oil companies another $4-billion"" in tax breaks.",TRUE,
barely-true,"Under Greg Abbott, Texas four-year-olds would be forced to undergo standardized tests.",TRUE,
half-true,I cut state spending more than anybody (in the 2016 GOP field).,TRUE,
FALSE,"Since Mr. Fosters been mayor, we have less small businesses in the city of St. Petersburg.",FALSE,
mostly-true,"In America, we pay, by far, the highest prices in the world for prescription drugs.",TRUE,
pants-fire,Newly Elected Republican Senators Sign Pledge to Eliminate Food Stamp Program in 2015.,FALSE,
mostly-true,Mark Kirks claim of national security expertise is based on his military record which he lied about at least 10 times.,TRUE,
mostly-true,The Republican Party has 21 percent party ID and shrinking.,TRUE,
FALSE,"I was totally against the war in Iraq, saying for many years that it would destabilize the Middle East.",FALSE,
FALSE,Claims that Rep. Sanford Bishop votes similar to House Speaker Nancy Pelosi are inaccurate.,FALSE,
half-true,Large parts of Florida have experienced years of below average rainfall.,TRUE,
TRUE,"Crimea was part of Russia until 1954, when it was given to the Soviet Republic of the Ukraine.",TRUE,
pants-fire,President Barack Obama has virtually no one in his cabinet with private-sector experience.,FALSE,
half-true,Florida still averages more students in its classrooms than any other state in the Southeast.,TRUE,
